human	mouse	corrs
JMJD4	Jmjd4	1
EIF4G2	Eif4g2	1
STRIP1	Strip1	0.70158075528898
ACSS3	Acss3	1
GOSR2	Gosr2	1
TNFRSF11A	Tnfrsf11a	1
DGKZ	Dgkz	1
RGP1	Rgp1	1
HMGXB4	Hmgxb4	1
FMOD	Fmod	1
HCFC1	Hcfc1	1
ITGA8	Itga8	0.896452192930019
FMO3	Fmo3	1
GANC	Ganc	1
PPM1H	Ppm1h	1
MYSM1	Mysm1	1
TRAF5	Traf5	1
ZNF616	4930522L14Rik	1
GLS2	Gls2	0.929210935458708
RAD18	Rad18	1
DOCK7	Dock7	0.819395100542078
SLC9A6	Slc9a6	0.651344155085765
MTIF3	Mtif3	1
GPR142	Gpr142	1
P2RX4	P2rx4	1
MYO15A	Myo15	1
GSTT2B	Gstt3	1
JAK1	Jak1	1
SLC16A8	Slc16a8	1
RFT1	Rft1	1
POLR1B	Polr1b	1
PYCR1	Pycr1	0.827525354224992
FOXJ3	Foxj3	1
CXADR	Cxadr	1
BCL6	Bcl6	1
FHL1	Fhl1	1
DCST1	Dcst1	1
MUC6	Muc6	1
NDUFS5	Ndufs5	1
RHOBTB1	Rhobtb1	0.538085359274958
CDKL2	Cdkl2	1
SNRPD2	Snrpd2	1
SLC39A3	Slc39a3	1
YWHAB	Ywhab	0.887046391019243
SNCAIP	Sncaip	1
CLCA1	Clca4b	1
CD164	Cd164	1
LRRC56	Lrrc56	1
PACRGL	Pacrgl	1
SIGLEC6	Siglech	0.289154393580457
GTF3A	Gtf3a	1
MROH2A	Mroh2a	1
NOX3	Nox3	1
GNPAT	Gnpat	1
ANKRD42	Ankrd42	1
IGBP1	Igbp1	1
ACAD9	Acad9	1
PRKAR1B	Prkar1b	0.625473047212143
OR1M1	Olfr24	1
ACBD4	Acbd4	1
WNT9B	Wnt9b	1
AP2B1	Ap2b1	1
SMIM12	Smim12	1
SUPT3H	Supt3	1
TUBG1	Tubg1	0.402508399159351
MLIP	Mlip	1
NSMF	Nsmf	1
CDC25A	Cdc25a	1
RWDD3	Rwdd3	1
TSPYL1	Tspyl1	0.673598249303931
DUSP4	Dusp4	0.764435786204487
MFAP3	Mfap3	1
MRGPRX3	Mrgpra1	0.65113908062334
SLC13A5	Slc13a5	1
HIST1H2BH	Hist1h2bp	1
ACOT8	Acot8	1
CRTC2	Crtc2	1
CST12P	Cst12	1
LIMD2	Limd2	1
POLR2A	Polr2a	1
CLCA2	Clca3a1	0.486784470743403
OR51Q1	Olfr635	1
DCC	Dcc	0.663020256086492
BTG2	Btg2	1
IL17C	Il17c	1
MROH9	Mroh9	1
WNT3	Wnt3	0.362757434274907
EPYC	Epyc	1
ACPP	Acpp	1
SHB	Shb	1
PLA2G2E	Pla2g2e	1
FANCB	Fancb	1
GPRC5C	Gprc5c	1
RNASEH2A	Rnaseh2a	1
ACAP1	Acap1	0.966951004369785
KIAA0753	4933427D14Rik	1
CCP110	Ccp110	1
CHODL	Chodl	1
MAPK14	Mapk14	1
PHC2	Phc2	1
PBRM1	Pbrm1	1
RFC3	Rfc3	1
CXorf66	Gm7073	1
MUC2	Muc2	0.992461895662798
MAPK8IP2	Mapk8ip2	1
TSG101	Tsg101	1
GJA4	Gja4	1
KNTC1	Kntc1	1
LCORL	Lcorl	1
TAGLN2	Tagln2	0.847076575566765
THEM4	Them4	1
PLAC8	Plac8	1
CD300C	Cd300a	0.952649934221038
LCN2	Lcn2	1
OR5W2	Olfr153	1
TMCC1	Tmcc1	0.597886877545149
SMYD2	Smyd2	1
CYP27A1	Cyp27a1	1
LIN54	Lin54	1
ADGRF1	Adgrf1	1
MUC5AC	Muc5ac	1
DVL1	Dvl1	0.499816115514844
ANP32B	Anp32b	0.860583750301281
ALDH1A3	Aldh1a3	0.74882265969035
CCDC47	Ccdc47	1
CRISP3	Crisp2	0.707310306576793
SEPT2	Sept2	1
DHRS3	Dhrs3	1
GPATCH1	Gpatch1	1
ZNF367	Zfp367	1
PA2G4	Pa2g4	1
VSIG8	Vsig8	1
TPPP	Tppp	1
HCN1	Hcn1	0.873259623244174
EDN2	Edn2	1
ADGRL1	Adgrl1	0.649196780361204
DDTL	Ddt	1
CHCHD5	Chchd5	1
PPP1R10	Ppp1r10	1
F11R	F11r	1
CFAP45	Cfap45	1
AMY2A	Amy1	1
DNA2	Dna2	1
KIAA0556	D430042O09Rik	1
NFKBIB	Nfkbib	1
ZGRF1	Zgrf1	1
CUL7	Cul7	1
STRADA	Strada	1
HLA-DRB1	H2-Eb1	0.885625247011508
TRANK1	Trank1	1
SHC2	Shc2	1
APAF1	Apaf1	1
METAP2	Metap2	1
HEXIM1	Hexim1	1
SNRPD3	Snrpd3	1
HEXIM2	Hexim2	1
HAPLN2	Hapln2	1
CD300LB	Cd300lb	1
PHF5A	Phf5a	1
PRRC2B	Prrc2b	1
SMCO1	Smco1	1
TPM4	Tpm4	1
RAVER2	Raver2	1
SPSB4	Spsb4	1
CSNK1G1	Csnk1g1	0.773418808853239
FNBP1L	Fnbp1l	1
SRPX2	Srpx2	1
HES2	Hes2	1
PLEKHA8	Plekha8	1
PJA1	Pja1	1
CCDC93	Ccdc93	1
LOXHD1	Loxhd1	1
IFIT1	Ifit1	0.249740000694142
MAP1B	Map1b	1
HMGA1	Hmga1	1
ZNF556	Gm15446	1
GPR45	Gpr45	1
UPB1	Upb1	1
SMAD7	Smad7	1
EIF2AK4	Eif2ak4	1
TLK2	Tlk2	0.766420404989927
ACP6	Acp6	1
TSFM	Tsfm	1
NEK3	Nek3	1
TGFB1	Tgfb1	1
C9orf84	AI481877	1
PGM2L1	Pgm2l1	0.817356854178522
KRTAP10-5	Gm19668	0.109227532152473
RUFY1	Rufy1	0.239556734593408
ABCG2	Abcg3	1
OLFM3	Olfm1	1
SEZ6L	Sez6l	1
ARPP19	Ensa	1
SLCO3A1	Slco3a1	1
TRIM23	Trim23	1
GTF2E1	Gtf2e1	1
MGLL	Mgll	1
NDNF	Ndnf	1
TMC2	Tmc2	1
TBCD	Tbcd	1
SFRP5	Sfrp5	1
IGFBP1	Igfbp1	1
OCRL	Ocrl	0.57521999993368
ZFC3H1	Zfc3h1	1
HLA-E	H2-D1	1
HDAC6	Hdac10	1
ALKBH1	Alkbh1	1
POGLUT1	Poglut1	1
CELF1	Celf1	1
HLA-DOB	H2-Ob	1
HOXC4	Hmx2	1
SLC39A8	Slc39a8	1
B3GALT5	B3galt5	1
RAB39A	Rab39	0.702696238578039
FBXW12	Fbxw19	1
COPG2	Copg2	1
BHLHE40	Bhlhe40	1
PSG11	Ceacam11	1
GDI1	Gdi1	0.803425499124659
LRP12	Lrp12	1
ADNP	Adnp	1
NPTN	Nptn	1
RING1	Ring1	1
SARDH	Sardh	1
GRIK1	Grik1	1
ARPC1A	Arpc1a	0.468696516519372
SERPINI2	Serpini2	1
RAD52	Rad52	1
ZNF146	Zfp146	1
CACYBP	Cacybp	1
MRPL55	Mrpl55	1
PRDX2	Gm5225	0.65113908062334
SSPO	Sspo	1
CHTF8	Chtf8	1
ZNF280C	Zfp280c	1
TRIP6	Trip6	1
SP6	Sp6	1
EXT1	Ext1	1
GUCD1	Gucd1	1
RPL32	Rpl32	1
COL6A5	Col6a5	1
CAND2	Cand2	0.726050931537512
OR4B1	Olfr1270	1
RNF113A	Rnf113a2	1
ZFP37	Zfp37	1
ENTPD1	Entpd1	1
SLC25A24	Slc25a24	1
H2AFY2	H2afy2	0.687194168981052
AGL	Agl	1
UBTF	Ubtf	1
MREG	Mreg	1
GPR158	Gpr158	1
TDH	Tdh	1
UBXN11	Ubxn11	1
PSKH1	Pskh1	0.746007345468522
FGF1	Fgf1	1
PROK1	Prok1	1
VPS45	Vps45	1
INTS1	Ints1	1
C12orf65	2810006K23Rik	1
PPIP5K1	Ppip5k1	1
ASB6	Asb6	1
MCL1	Mcl1	1
ALOX15	Alox15	0.65113908062334
NLRP9	Nlrp9a	1
CPEB1	Cpeb1	0.563868213611767
SP5	Sp5	1
CITED1	Cited1	1
LMNB2	Lmnb2	0.831267573291471
RASAL2	Rasal2	1
SLC17A6	Slc17a6	1
NFAT5	Nfat5	1
PLXNC1	Plxnc1	1
SCARB1	Scarb1	1
JPT2	AY358078	1
KRTAP3-1	Gm11939	1
ELMO2	Elmo2	0.871497821073819
TNK1	Tnk1	1
MPHOSPH9	Mphosph9	1
TINAG	Tinag	0.867042397844131
PRPF40A	Prpf40a	0.927431057267605
HSF1	Hsf3	1
LOXL2	Loxl2	0.764840078956933
CHIC2	Chic2	0.712454482563361
GTF2IRD2	Gtf2ird2	0.447714186024328
GGT5	Ggt5	1
BRPF1	Brpf1	1
MBP	Mbp	1
PARP12	Parp12	1
SVEP1	Svep1	0.883879010884828
KRT31	Krt33b	1
CD3E	Cd3e	1
PIP4K2B	Pip4k2b	0.664640609953947
GVINP1	Gvin1	1
SMCO3	Smco3	1
GPR1	Gpr1	1
FCN1	Fcnb	0.52665500684187
SCRN2	Scrn2	1
LGR4	Lgr4	0.65113908062334
RSAD2	Rsad2	1
TAOK1	Taok2	1
SLCO6A1	Slco6c1	1
C12orf60	BC049715	1
VTN	Vtn	1
ABCB10	Abcb10	1
PLA2G6	Pla2g6	1
HARBI1	Harbi1	1
SNRNP27	Snrnp27	1
ALS2	Als2	1
MOCS3	Mocs3	1
KCNG4	Kcng1	1
PHC3	Phc3	1
SLC36A3	Slc36a3	1
ANO7	Ano7	1
RNF141	Rnf141	1
CFAP36	Cfap36	1
FAM78B	Fam78b	1
TCF7	Tcf7	1
SEBOX	Sebox	1
DNAH14	Dnah14	1
ARG2	Arg2	0.323385434779186
COL1A2	Col5a1	0.65113908062334
ARHGAP26	Arhgap26	1
ALDOA	Aldoart1	1
AQP9	Aqp9	1
RHOU	Rhou	1
GIMAP1	Gimap1	1
GBF1	Gbf1	1
ZSCAN21	Zscan21	1
EFCAB5	Efcab5	1
ZMAT3	Zmat3	1
BCL2L2	Bcl2l2	0.879384700230092
NPRL2	Nprl2	1
TMEM259	Tmem259	1
VTI1B	Vti1b	1
DNMT3B	Dnmt3b	0.86131078812105
THBS2	Thbs2	1
GAL3ST2	Gal3st2	1
MRGPRX2	Mrgpra9	0.243343072295466
AHCYL1	Ahcyl1	1
S100A11	S100a11	1
NRIP1	Nrip1	1
TOR1AIP2	Tor1aip2	1
CLRN2	Clrn2	1
AP2A2	Ap2a2	1
NR1H2	Nr1h2	1
SOX30	Sox30	1
MAPRE1	Mapre1	0.853635620518421
WDR20	Wdr20rt	1
SYVN1	Syvn1	1
C16orf74	1190005I06Rik	1
IFNAR1	Ifnar1	1
POLR2H	Polr2h	1
CR1	Cr1l	0.803471078648182
FKBPL	Fkbpl	1
PEAK1	Peak1	1
POLE	Pole	1
RASD2	Rasd2	1
GAPVD1	Gapvd1	1
ACAA1	Acaa1b	1
TMEM131	Tmem131	1
CNKSR1	Cnksr1	1
CLCN2	Clcn2	0.798662559749142
CER1	Cer1	1
PRPF8	Prpf8	1
RALGDS	Ralgds	0.52727389070917
WHRN	Whrn	1
APOL4	Apol10b	0.179392520388771
DDX18	Ddx18	1
STEAP3	Steap3	1
WBP1	Wbp1	1
ITPKB	Itpkb	1
ARL4A	Arl4a	0.283467249793711
DOC2A	Doc2a	1
NCF1	Ncf1	1
KRT71	Krt72	1
MEF2D	Mef2d	1
PIM2	Pim2	0.924529612847803
GPBP1	Gpbp1	1
CDH10	Cdh22	1
DNAAF4	Dyx1c1	1
SBNO1	Sbno1	1
SATB1	Satb1	1
DHODH	Dhodh	1
FBXO4	Fbxo4	1
SPTLC3	Sptlc3	0.698203413756293
CREB3	Creb3	1
GAB3	Gab3	1
THNSL1	Thnsl1	1
HAUS8	Haus8	1
UGP2	Ugp2	1
SULT1C2	Sult1c2	1
C7orf31	4921507P07Rik	1
EYA3	Eya3	1
OR8K3	Olfr1080	1
GDAP1	Gdap1	1
SPAG8	Spag8	1
RPLP0	Rplp0	1
KCNIP4	Kcnip4	0.942342752993736
ZPR1	Zpr1	1
TTC4	Ttc4	1
ADAT2	Adat2	1
CYP2B6	Cyp2b23	1
ZBTB33	Zbtb33	1
SERPINE2	Serpine2	1
SLC35A5	Slc35a5	1
TNFSF4	Tnfsf4	1
EFCAB8	Efcab8	1
RORA	Rora	0.688006786729307
RAP2C	Rap2c	0.718253175783503
P4HA3	P4ha3	0.583414579477314
NCF4	Ncf4	1
NR1H5P	Nr1h5	1
KRTAP10-1	Gm3250	0.65113908062334
TMEM255A	Tmem255a	1
CNRIP1	Cnrip1	1
ACOT7	Acot7	1
TBC1D9	Tbc1d9	0.582347333062474
SEC61B	Gm10320	1
SLC46A3	Slc46a3	1
TRIB1	Trib1	1
MRPL44	Mrpl44	1
IL1RL2	Il1rl2	1
PABPN1	Pabpn1	1
FAT4	Fat4	0.668625646633933
TOR1AIP1	Tor1aip1	1
ZCCHC7	Zcchc7	1
LRRC46	Lrrc46	1
MTERF3	Mterf3	1
SKIV2L	Skiv2l	0.601908580973135
PADI4	Padi4	1
MCTP1	Mctp1	1
LRRCC1	Lrrcc1	1
EPHA5	Epha6	1
ITIH3	Itih1	1
METRNL	Metrnl	1
LOXL4	Loxl4	1
HLA-B	H2-M3	0.908765768401199
DDX39A	Ddx39b	0.755519679733112
OLFML2A	Olfml2a	1
TOLLIP	Tollip	1
SNRNP25	Snrnp25	1
NCAPG	Ncapg	1
GINS2	Gins2	1
DEPDC1B	Depdc1b	1
SRRM3	Srrm3	1
SMIM7	Smim7	1
CHUK	Chuk	0.353264252468705
ITPR3	Itpr3	0.766699925927972
DYNC1I2	Dync1i2	0.671821937432506
F2RL2	F2rl2	1
RFXAP	Rfxap	1
WIPI2	Wipi2	0.56741918068552
CIC	Cic	1
EIF4A1	Eif4a1	0.861723907608117
UBALD2	Ubald2	1
GBA	Gba	1
ZNF484	Zfp658	1
KCNT1	Kcnt1	1
UNG	Ung	1
GLT6D1	Ggta1	1
FMNL1	Fmnl1	1
TRDMT1	Trdmt1	1
SNX21	Snx21	1
EIF2AK3	Eif2ak3	1
FKBP14	Fkbp14	1
CFAP70	Cfap70	1
SDF4	Sdf4	1
SNRNP35	Snrnp35	1
TTC13	Ttc13	1
ZSWIM3	Zswim3	1
CYP2A6	Cyp2a12	1
ANXA2	Anxa2	1
TAB3	Tab3	1
FGF3	Fgf3	1
ONECUT2	Onecut2	1
MYADML2	Myadml2	1
HRK	Hrk	1
CASR	Casr	1
PRORSD1P	Prorsd1	1
EIF1	Eif1	0.395285546045604
RHOXF2B	Rhox4d	0.134341319461415
B4GALT4	B4galt4	1
ALG6	Alg6	1
CRYGC	Cryge	0.134341319461415
NOTUM	Notum	1
SMN2	Smn1	0.695745999675164
AMPD3	Ampd3	0.279872721673409
DNAAF5	Dnaaf5	1
HEMGN	Hemgn	1
SBF1	Sbf1	1
SLAMF8	Slamf8	1
DPP4	Dpp4	0.359284985991952
C1orf116	AA986860	1
PSORS1C2	Psors1c2	1
SPATA25	Spata25	1
ODF3	Odf3	1
APPL2	Appl2	0.558221347905029
FCGR2B	Fcgr2b	1
KIAA1671	2900026A02Rik	1
HOXD8	Hoxd8	1
SP110	AC133103.5	1
SP140	A530032D15Rik	1
TNFSF18	Tnfsf18	1
PRAMEF18	C87977	1
F13B	F13b	1
BAMBI	Bambi	1
OR4A5	Olfr1224-ps1	0.65113908062334
PARPBP	Parpbp	1
CNTFR	Cntfr	0.65113908062334
NFIB	Nfib	1
SNRPD1	Snrpd1	1
SOCS1	Socs1	1
CAMK2A	Camk2a	1
CDSN	Cdsn	1
ZNF397	Zfp397	1
SNRK	Snrk	1
PYGB	Pygb	0.770615457423736
GIMAP4	Gimap4	1
PPL	Ppl	0.84665535774188
CLCN6	Clcn6	1
BUB1B	Bub1b	1
THOC1	Thoc1	1
RSPH3	Rsph3b	1
TANK	Tank	1
CABLES1	Cables1	1
FOXO6	Foxo6	1
SLC35A4	Slc35a4	1
FAM216B	Fam216b	0.897881331007731
ZSWIM1	Zswim1	1
DMBX1	Dmbx1	1
KCTD6	Kctd6	1
PRR32	Prr32	1
AKIRIN1	Akirin1	1
MAP3K2	Map3k2	0.842251424791468
GAST	Gast	1
GPM6B	Gpm6b	1
SLC2A8	Slc2a8	1
HOXD4	Hoxd4	1
RRN3	Rrn3	1
PRKCH	Prkch	0.943404819870128
LHFPL6	Lhfp	1
LRRC8E	Lrrc8e	0.672947571467013
NFIC	Nfic	1
SLFN11	Slfn8	1
STYK1	Styk1	1
PDIA3	Pdia3	1
UBN1	Ubn1	1
PTCHD3	Ptchd3	1
TMEM256-PLSCR3	Plscr3	1
TNFSF13B	Tnfsf13b	1
THAP7	Thap7	1
ARHGEF2	Arhgef2	1
RIOK3	Riok3	1
RAB41	Rab6b	0.879449250040175
HOXD3	Hoxd3	0.915034285078806
LGALS8	Lgals8	1
CRYGN	Crygn	1
PODXL	Podxl	1
VPS4B	Vps4b	0.839697634290073
HOXC11	Hoxc11	1
DYNLT1	Dynlt1f	1
C9orf16	1110008P14Rik	1
TAGAP	Tagap1	1
ZC3H12D	Zc3h12d	1
OR1J2	Olfr1356	1
ZFP62	Zfp948	0.259434303596385
RPS10	Rps10	0.534250202737253
WDFY1	Wdfy1	1
ZNF521	Zfp521	0.769173410268133
LRRC3B	Lrrc3b	1
ZNF622	Zfp622	1
NFATC2	Nfatc2	1
SLC16A12	Slc16a12	1
MCM4	Mcm4	1
XPO1	Xpo1	1
DCAF8L2	Pet2	0.415759635498791
VWA1	Vwa1	1
TTR	Ttr	1
TIA1	Tial1	0.782558792449429
AGPS	Agps	1
SOD2	Sod2	1
AKAP13	Akap13	1
RHBDL2	Rhbdl2	1
NUP214	Nup214	1
PLEC	Plec	0.707397294520583
SUPV3L1	Skiv2l2	1
PLEK	Plek	1
RAI2	Rai2	1
DCTPP1	Dctpp1	1
PLA2G4B	Gm28042	0.300082060718606
CARS2	Cars2	1
LRBA	Lrba	0.436908412317075
PMCH	Pmch	1
TRIO	Trio	0.589794700395039
NRBF2	Nrbf2	1
DEF8	Def8	1
FDPS	Fdps	1
SCGB1A1	Scgb1a1	1
SULT2A1	Sult2a2	1
INA	Ina	1
GSTM1	Gstm7	1
LRRC17	Lrrc17	1
ZIM3	Zfp758	1
CIZ1	Ciz1	1
ZPBP	Zpbp	1
PRR18	Prr18	1
SENP2	AF366264	1
LRTM1	Lrtm1	1
OR2L3	Olfr167	0.65113908062334
PANX3	Panx3	1
DCP1A	Dcp1a	1
CCT8L2	Cct8l1	1
DCBLD2	Dcbld2	1
MAP6D1	Map6d1	1
YIPF5	Yipf5	0.818894644432268
PROSER2	Proser2	1
ECI1	Eci1	1
SPEF1	Spef1	1
FBXL13	Fbxl13	1
FCER2	Fcer2a	1
VAV1	Vav1	1
TEKT3	Tekt3	1
LGI1	Lgi1	0.888067494521605
TPT1	Tpt1	1
NT5C2	Nt5c2	0.210523358173767
CIRBP	Cirbp	1
GPR173	Gpr173	1
PLIN4	Plin4	1
TTC21B	Ttc21b	1
ZNF613	Zfp157	0.598728668282707
CORO1A	Coro1a	1
S100A10	S100a10	1
RAB19	Rab19	0.546334987157351
CADPS	Cadps	0.855274845777908
UNC13D	Unc13d	1
KCND2	Kcnd1	0.838464641212232
LMAN1L	Lman1l	1
ITGA4	Itga4	1
LINGO2	Lingo1	1
TYW1	Tyw1	0.846145803056848
HSPB11	Hspb11	1
COL8A1	Col8a1	0.840181287813672
RASIP1	Rasip1	1
UQCRH	Uqcrh	0.201314253874303
ANKUB1	Ankub1	1
ZNF207	Zfp207	1
AFF2	Aff2	1
FOXP4	Foxp4	1
FAM198B	Fam198b	1
NF2	Nf2	1
CCNYL1	Ccnyl1	0.417518444134857
SPIN1	Spin1	1
NHSL2	Nhsl2	1
PPP1R11	Gm21883	1
GPR151	Gpr151	1
NSMAF	Nsmaf	1
R3HCC1L	R3hcc1l	1
MARCH6	March6	1
RSPO4	Rspo4	1
SYT11	Syt11	1
NEDD4	Nedd4	1
MTFR2	Mtfr2	1
SLC39A10	Slc39a10	1
CATSPER2	Catsper2	1
ZNF474	Zfp474	1
CTXN3	Ctxn3	1
MARK3	Mark3	1
ARL14EP	Arl14ep	1
OR10AG1	Olfr1129	1
IZUMO1	Izumo1	1
MAB21L3	Mab21l3	1
ACYP2	Acyp2	1
PKD1	Pkd1	1
SUN5	Sun5	1
CACNA1G	Cacna1h	0.65113908062334
TSSK3	Tssk3	1
RSPH14	Rsph14	1
TYRO3	Tyro3	1
ATF7IP2	Atf7ip2	1
CWC25	Cwc25	1
CR2	Cr2	0.909526022596188
LPP	Lpp	1
TMEM237	Tmem237	1
C1orf162	I830077J02Rik	1
PTTG1	Pttg1	0.536627638930942
OR3A1	Olfr399	1
AWAT1	Awat1	1
ENAM	Enam	1
FSIP1	Fsip1	1
FBXO39	Fbxo39	1
VSTM4	Vstm4	1
SPNS3	Spns3	1
FAM205A	CR974586.4	1
PRAMEF20	Gm13119	1
HMGN3	Hmgn3	1
KIAA0825	2210408I21Rik	1
ZNF438	Zfp438	1
FASLG	Fasl	1
CCL19	CR974586.5	1
MCTP2	Mctp2	0.64274117510223
TFAP4	Tfap4	1
NINJ1	Ninj1	1
KIF1B	Kif1b	1
FZD8	Fzd8	0.86576766055069
JPH3	Jph3	0.864630351586294
CREB3L1	Creb3l1	1
ZFX	Zfx	0.769634848288168
RHBDD2	Rhbdd2	1
ATXN7L2	Atxn7l2	1
OR5M9	Olfr1032	0.618299353602428
ZNF18	Zkscan6	1
FIZ1	Fiz1	1
CASC1	Casc1	1
AKR1D1	Akr1d1	1
ANGPT4	Angpt4	1
FSHB	Fshb	1
GJD4	Gjd4	1
GYS2	Gys2	0.936787847139954
NOX1	Nox1	0.894019126981833
MARF1	Marf1	1
QRICH2	Qrich2	1
SAXO2	Saxo2	1
ARX	Arx	1
SEPT9	Sept9	1
TRIM9	Trim9	1
TMEM235	Tmem235	1
MTMR7	Mtmr7	0.846308950804963
LAMTOR5	Lamtor5	1
LAMP2	Lamp2	1
BPIFB2	Bpifb2	1
LIN9	Lin9	1
MPI	Mpi	1
TSPO2	Tspo2	1
ELAVL4	Elavl4	0.970245500769312
SSUH2	Ssu2	1
OR7G2	Olfr855	0.65113908062334
CETN2	Cetn2	1
RAB18	Rab18	0.337007985857606
MEFV	Mefv	1
C2orf80	D630023F18Rik	1
FGF11	Fgf11	1
MITD1	Mitd1	1
KCNA1	Kcna1	1
ARMC4	Armc4	1
RAMP2	Ramp2	1
OR7G1	Olfr19	1
ST6GALNAC4	St6galnac4	1
MTPAP	Mtpap	1
IKZF5	Ikzf5	1
L3MBTL2	L3mbtl2	1
GNAZ	Gnaz	1
CLSTN2	Clstn2	1
RNF125	Rnf125	1
TNNI3K	Tnni3k	0.939650796848428
AMN1	Amn1	1
COLEC12	Colec12	1
SERPINA1	Serpina1f	0.226364426420433
NUDT16L1	Nudt16l1	1
MPP7	Mpp7	1
JMJD7	Jmjd7	1
CEP131	Cep131	1
MAN2A1	Man2a1	0.567322328769416
ABCA8	Abca8a	1
SYT4	Syt4	1
FBXL17	Fbxl17	1
CCL27	Ccl27a	1
C2orf78	Gm5592	1
DCSTAMP	Dcstamp	1
MVK	Mvk	1
MARCH5	March5	1
OR2C1	Olfr15	1
RPRD1A	Rprd1a	1
OR4X1	Olfr48	1
SNN	Snn	1
GATA6	Gata6	1
S100A16	S100a16	1
MGST1	Mgst1	1
OR52D1	Olfr646	1
FAM170B	Fam170b	1
POLB	Polb	1
VPS25	Vps25	1
EIF1AX	Gm21936	1
ZMYND11	Zmynd11	1
UCK2	Uck2	0.615321921052439
NUP155	Nup155	1
ALAD	Alad	1
MRPS10	Mrps10	1
NCKIPSD	Nckipsd	1
CDC25B	Cdc25b	1
TNP2	Tnp2	1
ANKS3	Anks3	1
NUP54	Nup54	1
MOCOS	Mocos	1
DUSP14	Dusp14	1
MROH6	Mroh6	1
TEAD4	Tead4	1
FGA	Fga	1
AQP4	Aqp4	1
NSMCE4A	Nsmce4a	0.633898374351139
RCN2	Rcn2	1
AOC1	Doxl2	1
HAVCR1	Gm12169	1
HS2ST1	Hs2st1	1
RBBP8	Rbbp8	1
PKIB	Pkib	1
UNC45B	Unc45b	0.926639490261965
TUBB	Tubb5	1
VEPH1	Veph1	1
MAGOHB	Magoh	1
MRPL10	Mrpl10	1
LIPT1	Lipt1	1
RNF138	Rnf138	1
ST3GAL6	St3gal6	1
PCP4	Pcp4	1
PADI3	Padi3	0.792508323294203
OR2H1	Olfr90	0.575703729271002
RBM41	Rbm41	1
ROCK1	Rock1	0.933906783848297
PDCL2	Pdcl2	1
FAM184B	Fam184b	1
PRKCE	Prkce	0.882994179999211
OR2H2	Olfr91	1
RNFT2	Rnft2	1
SEMA3B	Sema3b	0.915099540963763
EMG1	Emg1	1
ITPRIP	Cfap43	0.703817777690212
CYP2C18	Cyp2c55	1
RBFOX1	Rbfox1	1
OR51I1	Olfr640	1
OSBPL3	Osbpl7	1
PPM1E	Ppm1e	1
GALM	Galm	1
UNC80	Unc80	1
ZXDA	Zxdb	1
THSD7B	Thsd7b	1
FAM110A	Fam110a	1
NKX2-6	Nkx2-6	1
SS18	Ss18	1
CCNT2	Ccnt2	1
KANSL1L	Kansl1l	1
PRPSAP2	Prpsap1	1
GFM2	Gfm2	1
SFT2D3	Sft2d3	1
ASPH	Asph	1
GIMAP6	Gimap6	1
SELP	Selp	1
STK4	Stk4	0.958860760947776
DSG4	Dsg4	1
TUBG2	Tubg2	0.755721147711648
LAMC3	Lamc3	1
OR51I2	Olfr641	1
SEC14L5	Sec14l5	1
HOXB1	Hoxb1	1
NKX1-2	Nkx1-2	1
KLHL10	Klhl10	1
DENND3	Dennd3	1
CLEC4E	Clec4e	1
LPCAT3	Lpcat3	1
DCTN4	Dctn4	1
CHST15	Chst15	1
RPRD2	Rprd2	1
SERPING1	Serping1	1
WDR91	Wdr91	1
ANGPTL1	Angptl1	0.562631900861643
RCN3	Rcn3	1
KCNK5	Kcnk5	1
TAF4B	Taf4b	1
DDX19B	Ddx19a	1
MRPL12	Mrpl12	1
ROGDI	Rogdi	1
CERKL	Cerkl	1
BPIFB6	Bpifb6	1
UBR3	Ubr3	1
OR5M3	Olfr1036	1
GRAMD2A	Gramd2	1
TAS1R3	Tas1r3	1
BCL2L12	Bcl2l12	1
CPQ	Cpq	1
PTX3	Ptx3	1
F5	F5	1
SMOC2	Smoc2	0.826277834015889
PARP11	Parp11	1
PQLC2	Pqlc2	1
PPA2	Ppa1	1
IRAK3	Irak3	1
MNS1	Mns1	1
OR4F6	Olfr1310	0.65113908062334
MGRN1	Mgrn1	1
ADH6	Adh6a	1
CD2	Cd2	1
CYP2J2	Cyp2j7	1
KRTAP1-5	Krtap1-5	1
SLC5A5	Slc5a5	1
NEK1	Nek1	1
UTP18	Utp18	1
TAX1BP3	Tax1bp3	1
IDH2	Idh2	0.668926952093769
CBLN2	Cbln2	0.90824725315442
C17orf99	6030468B19Rik	1
METTL7A	Mettl7a2	1
KLHL11	Klhl11	1
CNPY4	Cnpy4	0.760741834606032
KCTD1	Kctd15	1
DDB2	Ddb2	1
USP27X	Usp22	1
C5orf51	AW549877	1
GPS1	Gps1	1
RPL9	Rpl9-ps1	1
IMPACT	Impact	1
FGF9	Fgf9	0.65113908062334
SNX7	Snx7	1
SLC5A10	Slc5a10	1
SLC22A5	Slc22a5	1
DSC1	Dsc1	1
KDM6A	Kdm6a	1
DXO	Dxo	1
TCTN1	Tctn1	1
AL365232.1	Khdc1b	1
HLX	Hlx	1
BRCA1	Brca1	1
OIT3	Oit3	1
GAD2	Gad1	1
ARMCX1	Armcx1	1
BRD4	Brd4	0.810994771254635
TMEM241	Tmem241	1
TOMM34	Tomm34	1
ERBB4	Erbb4	0.892710714380441
